start,end,agg_cost
5101,5101,
5101,5102,4.95492984097287
5101,5103,1.66814865209627
5101,5104,1.50814865209627
5101,5105,4.25492984097287
5101,5106,4.17492984097287
5101,5107,4.95492984097287
5101,5108,9.64307849306914
5101,5109,18.02870582812
5101,5110,6.86308784760609
5101,5111,4.23492984097287
5101,5112,2.72814865209627
5101,5113,2.14814865209627
5101,5114,14.432293546584999
5101,5115,3.83492984097287
5101,5116,5.5930784930691395
5101,5117,6.86308784760609
5101,5118,4.30307849306914
5101,5201,24.8506268799183
5101,5202,13.494739094535902
5101,5203,11.694739094535901
5101,5204,7.38640576120258
5101,5205,6.81140576120258
5101,5206,8.71873909453591
5101,5207,10.3987390945359
5101,5208,6.81140576120258
5101,5210,10.6987359154286
5101,5211,14.4147359154286
5101,5301,8.042929840972871
5101,5302,22.026317977031603
5101,5303,15.70370582812
5101,5304,15.70370582812
5101,5305,15.70370582812
5101,5701,12.6815483480989
5101,5702,10.2030724278692
5101,5717,13.305548348099
5102,5101,4.68016085514126
5102,5102,
5102,5103,5.3201608551412605
5102,5104,5.16016085514126
5102,5105,2.3198092535630397
5102,5106,3.07980925356304
5102,5107,
5102,5108,6.82080607445576
5102,5109,15.179436588613902
5102,5110,5.020806074455759
5102,5111,5.75561240587572
5102,5112,6.11561240587572
5102,5113,5.800160855141259
5102,5114,11.7173637056121
5102,5115,2.73980925356304
5102,5116,2.7708060744557597
5102,5117,5.020806074455759
5102,5118,4.060806074455759
5102,5201,22.135697038945498
5102,5202,8.53980925356304
5102,5203,6.73980925356304
5102,5204,4.671475920229709
5102,5205,4.09647592022971
5102,5206,3.76380925356304
5102,5207,5.443809253563041
5102,5208,4.09647592022971
5102,5210,5.74380607445576
5102,5211,9.45980607445576
5102,5301,8.508806074455759
5102,5302,18.137239483962396
5102,5303,12.8544365886139
5102,5304,12.8544365886139
5102,5305,12.8544365886139
5102,5701,9.96661850712608
5102,5702,7.4881425868963705
5102,5717,10.195809253563
5103,5101,1.5382578587940499
5103,5102,5.3201608551412605
5103,5103,
5103,5104,1.0
5103,5105,4.62016085514126
5103,5106,4.54016085514126
5103,5107,5.3201608551412605
5103,5108,10.153187699766901
5103,5109,18.5388150348178
5103,5110,6.366966929597019
5103,5111,3.32016085514126
5103,5112,1.95825785879405
5103,5113,1.37825785879405
5103,5114,14.7975245607534
5103,5115,4.20016085514126
5103,5116,6.103187699766919
5103,5117,6.366966929597019
5103,5118,4.81318769976692
5103,5201,25.2158578940867
5103,5202,13.8599701087043
5103,5203,12.0599701087043
5103,5204,7.75163677537097
5103,5205,7.1766367753709694
5103,5206,9.083970108704301
5103,5207,10.7639701087043
5103,5208,7.1766367753709694
5103,5210,11.063966929597001
5103,5211,14.779966929597
5103,5301,7.128160855141259
5103,5302,22.5364271837293
5103,5303,16.213815034817802
5103,5304,16.213815034817802
5103,5305,16.213815034817802
5103,5701,13.046779362267301
5103,5702,10.5683034420376
5103,5717,13.670779362267302
5104,5101,1.37825785879405
5104,5102,5.16016085514126
5104,5103,1.0
5104,5104,
5104,5105,4.46016085514126
5104,5106,4.38016085514126
5104,5107,5.16016085514126
5104,5108,9.993187699766919
5104,5109,18.3788150348178
5104,5110,6.526966929597019
5104,5111,3.48016085514126
5104,5112,2.11825785879405
5104,5113,1.5382578587940499
5104,5114,14.6375245607534
5104,5115,4.04016085514126
5104,5116,5.94318769976692
5104,5117,6.526966929597019
5104,5118,4.65318769976692
5104,5201,25.0558578940867
5104,5202,13.6999701087043
5104,5203,11.8999701087043
5104,5204,7.5916367753709695
5104,5205,7.01663677537096
5104,5206,8.923970108704301
5104,5207,10.603970108704301
5104,5208,7.01663677537096
5104,5210,10.903966929597
5104,5211,14.619966929597002
5104,5301,7.2881608551412596
5104,5302,22.3764271837293
5104,5303,16.053815034817802
5104,5304,16.053815034817802
5104,5305,16.053815034817802
5104,5701,12.886779362267301
5104,5702,10.4083034420376
5104,5717,13.510779362267302
5105,5101,3.98016085514126
5105,5102,2.3198092535630397
5105,5103,4.62016085514126
5105,5104,4.46016085514126
5105,5105,
5105,5106,2.3798092535630397
5105,5107,2.3198092535630397
5105,5108,7.520806074455759
5105,5109,15.8794365886139
5105,5110,5.720806074455759
5105,5111,6.040160855141259
5105,5112,5.680160855141259
5105,5113,5.10016085514126
5105,5114,11.0173637056121
5105,5115,2.03980925356304
5105,5116,3.4708060744557594
5105,5117,5.720806074455759
5105,5118,4.760806074455759
5105,5201,21.435697038945502
5105,5202,9.23980925356304
5105,5203,7.43980925356304
5105,5204,3.9714759202297096
5105,5205,3.39647592022971
5105,5206,4.46380925356304
5105,5207,6.143809253563041
5105,5208,3.39647592022971
5105,5210,6.443806074455759
5105,5211,10.159806074455801
5105,5301,9.20880607445576
5105,5302,18.8372394839624
5105,5303,13.554436588613902
5105,5304,13.554436588613902
5105,5305,13.554436588613902
5105,5701,9.26661850712608
5105,5702,6.78814258689637
5105,5717,9.89061850712608
5106,5101,3.90016085514126
5106,5102,3.07980925356304
5106,5103,4.54016085514126
5106,5104,4.38016085514126
5106,5105,2.3798092535630397
5106,5106,
5106,5107,3.07980925356304
5106,5108,9.900615328018802
5106,5109,18.259245842177
5106,5110,8.1006153280188
5106,5111,5.960160855141259
5106,5112,5.60016085514126
5106,5113,5.02016085514126
5106,5114,10.257363705612098
5106,5115,1.9598092535630398
5106,5116,5.8506153280188
5106,5117,8.1006153280188
5106,5118,7.1406153280188
5106,5201,20.6756970389455
5106,5202,10.7866185071261
5106,5203,9.81961850712608
5106,5204,3.21147592022971
5106,5205,2.63647592022971
5106,5206,6.84361850712608
5106,5207,8.52361850712608
5106,5208,2.63647592022971
5106,5210,8.823615328018802
5106,5211,12.539615328018801
5106,5301,9.768160855141259
5106,5302,21.2170487375255
5106,5303,15.934245842177
5106,5304,15.934245842177
5106,5305,15.934245842177
5106,5701,8.50661850712608
5106,5702,6.0281425868963705
5106,5717,9.13061850712608
5107,5101,4.68016085514126
5107,5102,
5107,5103,5.3201608551412605
5107,5104,5.16016085514126
5107,5105,2.3198092535630397
5107,5106,3.07980925356304
5107,5107,
5107,5108,6.82080607445576
5107,5109,15.179436588613902
5107,5110,5.020806074455759
5107,5111,5.75561240587572
5107,5112,6.11561240587572
5107,5113,5.800160855141259
5107,5114,11.7173637056121
5107,5115,2.73980925356304
5107,5116,2.7708060744557597
5107,5117,5.020806074455759
5107,5118,4.060806074455759
5107,5201,22.135697038945498
5107,5202,8.53980925356304
5107,5203,6.73980925356304
5107,5204,4.671475920229709
5107,5205,4.09647592022971
5107,5206,3.76380925356304
5107,5207,5.443809253563041
5107,5208,4.09647592022971
5107,5210,5.74380607445576
5107,5211,9.45980607445576
5107,5301,8.508806074455759
5107,5302,18.137239483962396
5107,5303,12.8544365886139
5107,5304,12.8544365886139
5107,5305,12.8544365886139
5107,5701,9.96661850712608
5107,5702,7.4881425868963705
5107,5717,10.195809253563
5108,5101,9.32976105797199
5108,5102,6.82080607445576
5108,5103,9.96976105797199
5108,5104,9.80976105797199
5108,5105,7.520806074455759
5108,5106,9.900615328018802
5108,5107,6.82080607445576
5108,5108,
5108,5109,11.1856273350509
5108,5110,7.946806074455759
5108,5111,8.68161240587573
5108,5112,9.041612405875721
5108,5113,9.621612405875721
5108,5114,18.5381697800679
5108,5115,7.940806074455759
5108,5116,5.696806074455759
5108,5117,7.946806074455759
5108,5118,6.986806074455759
5108,5201,28.956503113401197
5108,5202,15.3606153280188
5108,5203,13.560615328018802
5108,5204,11.4922819946855
5108,5205,10.9172819946855
5108,5206,10.584615328018801
5108,5207,12.2646153280188
5108,5208,10.9172819946855
5108,5210,12.5646121489115
5108,5211,16.2806121489115
5108,5301,11.4348060744558
5108,5302,15.3392394839624
5108,5303,7.25
5108,5304,7.25
5108,5305,7.25
5108,5701,16.7874245815818
5108,5702,14.308948661352101
5108,5717,17.0166153280188
5109,5101,17.7153883930229
5109,5102,15.179436588613902
5109,5103,18.3553883930229
5109,5104,18.1953883930229
5109,5105,15.8794365886139
5109,5106,18.259245842177
5109,5107,15.179436588613902
5109,5108,11.1856273350509
5109,5109,
5109,5110,16.3324334095067
5109,5111,17.0672397409266
5109,5112,17.4272397409266
5109,5113,18.0072397409266
5109,5114,26.896800294226104
5109,5115,16.2994365886139
5109,5116,12.4356273350509
5109,5117,16.3324334095067
5109,5118,13.6656273350509
5109,5201,37.3151336275594
5109,5202,22.099436588613898
5109,5203,20.299436588613897
5109,5204,19.8509125088436
5109,5205,19.2759125088436
5109,5206,17.3234365886139
5109,5207,19.003436588613898
5109,5208,19.2759125088436
5109,5210,19.3034334095067
5109,5211,23.019433409506696
5109,5301,19.8204334095067
5109,5302,11.125
5109,5303,6.0
5109,5304,6.0
5109,5305,6.0
5109,5701,24.379436588613896
5109,5702,22.6675791755103
5109,5717,23.755436588613897
5110,5101,6.624954726552019
5110,5102,5.020806074455759
5110,5103,6.366966929597019
5110,5104,6.526966929597019
5110,5105,5.720806074455759
5110,5106,8.1006153280188
5110,5107,5.020806074455759
5110,5108,7.946806074455759
5110,5109,16.3324334095067
5110,5110,
5110,5111,3.0468060744557595
5110,5112,5.29680607445576
5110,5113,5.886966929597019
5110,5114,16.7381697800679
5110,5115,6.140806074455759
5110,5116,3.8968060744557595
5110,5117,
5110,5118,2.60680607445576
5110,5201,27.156503113401197
5110,5202,13.560615328018802
5110,5203,11.760615328018801
5110,5204,9.692281994685462
5110,5205,9.117281994685461
5110,5206,8.7846153280188
5110,5207,10.464615328018802
5110,5208,9.117281994685461
5110,5210,10.7646121489115
5110,5211,14.4806121489115
5110,5301,5.134806074455759
5110,5302,19.4500455584182
5110,5303,14.0074334095067
5110,5304,14.0074334095067
5110,5305,14.0074334095067
5110,5701,14.9874245815818
5110,5702,12.5089486613521
5110,5717,15.2166153280188
5111,5101,3.96016085514126
5111,5102,5.75561240587572
5111,5103,3.32016085514126
5111,5104,3.48016085514126
5111,5105,6.040160855141259
5111,5106,5.960160855141259
5111,5107,5.75561240587572
5111,5108,8.68161240587573
5111,5109,17.0672397409266
5111,5110,3.0468060744557595
5111,5111,
5111,5112,2.25
5111,5113,2.84016085514126
5111,5114,16.2175245607534
5111,5115,5.620160855141259
5111,5116,4.63161240587572
5111,5117,3.0468060744557595
5111,5118,3.38016085514126
5111,5201,26.6358578940867
5111,5202,14.295421659438801
5111,5203,12.4954216594388
5111,5204,9.171636775370962
5111,5205,8.59663677537096
5111,5206,9.51942165943876
5111,5207,11.199421659438801
5111,5208,8.59663677537096
5111,5210,11.4994184803315
5111,5211,15.2154184803315
5111,5301,5.454806074455759
5111,5302,20.8500455584182
5111,5303,14.7422397409266
5111,5304,14.7422397409266
5111,5305,14.7422397409266
5111,5701,14.466779362267301
5111,5702,11.9883034420376
5111,5717,15.090779362267302
5112,5101,2.59825785879405
5112,5102,6.11561240587572
5112,5103,1.95825785879405
5112,5104,2.11825785879405
5112,5105,5.680160855141259
5112,5106,5.60016085514126
5112,5107,6.11561240587572
5112,5108,9.041612405875721
5112,5109,17.4272397409266
5112,5110,5.29680607445576
5112,5111,2.25
5112,5112,
5112,5113,1.47825785879405
5112,5114,15.8575245607534
5112,5115,5.26016085514126
5112,5116,4.99161240587572
5112,5117,5.29680607445576
5112,5118,3.74016085514126
5112,5201,26.2758578940867
5112,5202,14.655421659438801
5112,5203,12.8554216594388
5112,5204,8.811636775370962
5112,5205,8.236636775370961
5112,5206,9.87942165943876
5112,5207,11.5594216594388
5112,5208,8.236636775370961
5112,5210,11.859418480331499
5112,5211,15.5754184803315
5112,5301,6.06816085514126
5112,5302,21.4634003391037
5112,5303,15.1022397409266
5112,5304,15.1022397409266
5112,5305,15.1022397409266
5112,5701,14.106779362267302
5112,5702,11.628303442037598
5112,5717,14.7307793622673
5113,5101,2.01825785879405
5113,5102,5.800160855141259
5113,5103,1.37825785879405
5113,5104,1.5382578587940499
5113,5105,5.10016085514126
5113,5106,5.02016085514126
5113,5107,5.800160855141259
